country,rating,wine_name,winery_name,ratings_count,wine_type,region,is_natural
Chile,3.9,Reserva Especial Carménère,Terranoble,341,Red,Aconcagua Valley,FALSE
Australia,3.3,Regional Series Chardonnay,Lindeman's,666,White,Adelaide Hills,FALSE
Argentina,3.6,Alto Agrelo Grande Reserve Malbec,Alta Vista,154,Red,Agrelo,FALSE
Argentina,4,Lote Agrelo Malbec,Bodega Norton,2088,Red,Agrelo,FALSE
Argentina,3.9,Appellation Agrelo Cabernet Sauvignon,Catena,3850,Red,Agrelo,FALSE
Argentina,4.2,Appellation Agrelo Malbec,Catena,1273,Red,Agrelo,FALSE
Argentina,3.5,Cabernet Sauvignon,Crios,6437,Red,Agrelo,FALSE
Argentina,3.8,Sustentia Malbec,Crios,181,Red,Agrelo,FALSE
Argentina,3.8,Sustentia Cabernet Sauvignon,Crios,72,Red,Agrelo,FALSE
Argentina,4.2,Signature Brioso,Susana Balbo,20905,Red,Agrelo,FALSE
Argentina,4.6,Nosotros Single Vineyard Nómade,Susana Balbo,11711,Red,Agrelo,FALSE
Argentina,4.1,Brioso Single Vineyard,Susana Balbo,350,Red,Agrelo,FALSE
Argentina,3.4,Cabernet Sauvignon,Séptima,4796,Red,Agrelo,FALSE
Argentina,3.4,Syrah,Séptima,1206,Red,Agrelo,FALSE
Argentina,4,Tierra 1050 Msnm Malbec,Séptima,869,Red,Agrelo,FALSE
Argentina,3.4,Tempranillo,Séptima,761,Red,Agrelo,FALSE
Argentina,3.8,Obra Tardio Gewürztraminer,Séptima,368,Dessert,Agrelo,FALSE
Argentina,3.3,Extra Brut,Séptima,122,Sparkling,Agrelo,FALSE
France,3.8,Les Éléments Riesling,Bott-Geyl,2399,White,Alsace,FALSE
France,3.9,Points Cardinaux Métiss,Bott-Geyl,2384,White,Alsace,FALSE
France,3.7,Pinot Gris Les Èléments,Bott-Geyl,1871,White,Alsace,FALSE
France,3.9,Gewürztraminer Les Èléments,Bott-Geyl,1594,White,Alsace,FALSE
France,3.8,Métiss,Bott-Geyl,1530,White,Alsace,FALSE
France,4.1,Riesling Grafenreben Lieu-Dit,Bott-Geyl,820,White,Alsace,FALSE
France,3.7,Riesling Jules Geyl,Bott-Geyl,764,White,Alsace,FALSE
France,3.7,Muscat Les Eléments,Bott-Geyl,483,White,Alsace,FALSE
France,3.7,Pinot Noir Galets Oligocène,Bott-Geyl,435,Red,Alsace,FALSE
France,3.9,Gewürztraminer Jules Geyl,Bott-Geyl,384,White,Alsace,FALSE
France,3.8,Pinot Blanc Jules Geyl,Bott-Geyl,204,White,Alsace,FALSE
France,4,Lieu-Dit Riesling Burgreben,Bott-Geyl,179,White,Alsace,FALSE
France,3.6,Pinot Noir Jules Geyl,Bott-Geyl,102,Red,Alsace,FALSE
France,4.1,Riesling Grafenreben Cru D'alsace,Bott-Geyl,99,White,Alsace,FALSE
France,4,Rosé D'alsace Jules Geyl,Bott-Geyl,80,Rosé,Alsace,FALSE
France,3.8,Riesling,Bott-Geyl,69,White,Alsace,FALSE
France,4,Pinot Noir Origines,Bott-Geyl,53,Red,Alsace,FALSE
France,3.9,Pinot D'alsace Beblenheim,Bott-Geyl,48,White,Alsace,FALSE
France,4.2,Vieilles Vignes Gewurztraminer Clos Des 3 Chemins,Bott-Geyl,43,White,Alsace,FALSE
France,4.5,Bottrytis L'exception Vieilles Vignes Riesling,Bott-Geyl,41,White,Alsace,FALSE
France,3.6,Pinot Gris Jules Geyl,Bott-Geyl,36,White,Alsace,FALSE
France,4.1,Clos Des Capucins Riesling Alsace Réserve,Domaine Weinbach,2505,White,Alsace,FALSE
France,4,Clos Des Capucins Pinot Blanc Alsace Réserve,Domaine Weinbach,1556,White,Alsace,FALSE
France,4.2,Clos Des Capucins Cuvée Sainte Catherine Riesling Alsace,Domaine Weinbach,1353,White,Alsace,FALSE
France,4.1,Clos Des Capucins Gewürztraminer Alsace Cuvée Théo,Domaine Weinbach,1286,White,Alsace,FALSE
France,4.1,Clos Des Capucins Pinot Gris Alsace,Domaine Weinbach,1090,White,Alsace,FALSE
France,4.2,Clos Des Capucins Cuvée Sainte Catherine Alsace Pinot Gris,Domaine Weinbach,1061,White,Alsace,FALSE
France,4,Clos Des Capucins Riesling Alsace Réserve Personnelle,Domaine Weinbach,819,White,Alsace,FALSE
France,4.1,Clos Des Capucins Gewürztraminer Alsace Cuvée Laurence,Domaine Weinbach,752,White,Alsace,FALSE
France,4,Les Vignes Du Prêcheurs,Domaine Weinbach,756,White,Alsace,FALSE
France,3.8,Clos Des Capucins Sylvaner Alsace Réserve,Domaine Weinbach,691,White,Alsace,FALSE
France,4,Pinot Blanc,Domaine Weinbach,657,White,Alsace,FALSE
France,4,Clos Des Capucins Pinot Noir,Domaine Weinbach,645,Red,Alsace,FALSE
France,4,Clos Des Capucins Pinot Gris Alsace Réserve Particuliére,Domaine Weinbach,586,White,Alsace,FALSE
France,4,Gewürztraminer Les Treilles Du Loup,Domaine Weinbach,599,White,Alsace,FALSE
France,4,Riesling,Domaine Weinbach,502,White,Alsace,FALSE
France,4.2,Clos Des Capucins Gewürztraminer Alsace Altenbourg,Domaine Weinbach,466,White,Alsace,FALSE
France,3.9,Clos Des Capucins Gewürztraminer Alsace Réserve,Domaine Weinbach,444,White,Alsace,FALSE
France,3.9,Muscat Alsace Réserve,Domaine Weinbach,441,White,Alsace,FALSE
France,3.8,Sylvaner,Domaine Weinbach,408,White,Alsace,FALSE
France,3.8,Gentil Du Clos Des Capucins,Domaine Weinbach,361,White,Alsace,FALSE
France,3.8,Pinot Noir Réserve,Domaine Weinbach,333,Red,Alsace,FALSE
France,4.2,Pinot Gris Alsace Cuvée Laurence,Domaine Weinbach,288,White,Alsace,FALSE
France,4.1,Cuvée Laurence Gewürztraminer,Domaine Weinbach,242,White,Alsace,FALSE
France,4.2,Riesling Alsace Cuvée Laurence,Domaine Weinbach,236,White,Alsace,FALSE
France,4,Mvø Macération Vogelgarten Ø Intrant,Domaine Weinbach,223,White,Alsace,FALSE
France,4.2,Clos Des Capucins Pinot Gris Alsace Altenbourg,Domaine Weinbach,199,White,Alsace,FALSE
France,4.1,Gewürztraminer Alsace Réserve Personnelle,Domaine Weinbach,198,White,Alsace,FALSE
France,3.8,Mfo Macération Furstentum ∅ Intrant,Domaine Weinbach,195,White,Alsace,FALSE
France,4.3,Clos Des Capucins Gewürztraminer Alsace Altenbourg Cuvée Laurence,Domaine Weinbach,194,White,Alsace,FALSE
France,4.1,Gewürztraminer Marc D'alsace,Domaine Weinbach,182,Dessert,Alsace,FALSE
France,4,Muscat,Domaine Weinbach,156,White,Alsace,FALSE
France,4.2,Altenbourg Gewurztraminer,Domaine Weinbach,157,White,Alsace,FALSE
France,4,Gewürztraminer,Domaine Weinbach,142,White,Alsace,FALSE
France,4.3,Clos Des Capucins Gewürztraminer Alsace Vendanges Tardives,Domaine Weinbach,141,Dessert,Alsace,FALSE
France,4,Cuvée Theo Riesling,Domaine Weinbach,125,White,Alsace,FALSE
France,4,Rwø Riesling Wolfreben Ø Intrant,Domaine Weinbach,101,White,Alsace,FALSE
France,4.1,Pinot Gris 'Altenbourg',Domaine Weinbach,100,White,Alsace,FALSE
France,4.2,S Pinot Noir,Domaine Weinbach,94,Red,Alsace,FALSE
France,4.2,Pinot Noir 'Altenbourg',Domaine Weinbach,99,Red,Alsace,FALSE
France,4.4,Pinot Gris Alsace Altenbourg Sélection De Grains Nobles,Domaine Weinbach,86,Dessert,Alsace,FALSE
France,4,Clos Des Capucins Pinot Gris Alsace Altenbourg Cuvée Laurence,Domaine Weinbach,78,White,Alsace,FALSE
France,4,Les Caracoles Pinot Gris,Domaine Weinbach,80,White,Alsace,FALSE
France,4.3,Pinot Gris Alsace Vendanges Tardives,Domaine Weinbach,74,Dessert,Alsace,FALSE
France,4.5,Gewürztraminer Alsace Sélection De Grains Nobles,Domaine Weinbach,72,Dessert,Alsace,FALSE
France,4.2,Altenbourg Riesling,Domaine Weinbach,60,White,Alsace,FALSE
France,4.4,Riesling Alsace Altenbourg Vendanges Tardives,Domaine Weinbach,56,Dessert,Alsace,FALSE
France,4,Cuvée W Pinot Noir,Domaine Weinbach,54,Red,Alsace,FALSE
France,4.4,Tokay - Pinot Gris Alsace Altenbourg Cuvée Laurence,Domaine Weinbach,53,White,Alsace,FALSE
France,4.1,Le Jardin Aux Oiseaux Pinot Noir,Domaine Weinbach,52,Red,Alsace,FALSE
France,3.9,Riesling Alsace Turckheim,Domaine Zind Humbrecht,4716,White,Alsace,FALSE
France,3.7,Gewürztraminer Alsace Turckheim,Domaine Zind Humbrecht,3735,White,Alsace,FALSE
France,4.2,Riesling Alsace Clos Häuserer,Domaine Zind Humbrecht,2654,White,Alsace,FALSE
France,4.3,Riesling Alsace Clos Windsbuhl,Domaine Zind Humbrecht,2458,White,Alsace,FALSE
France,4,Riesling Roche Calcaire,Domaine Zind Humbrecht,1833,White,Alsace,FALSE
France,3.9,Gewürztraminer Alsace,Domaine Zind Humbrecht,1695,White,Alsace,FALSE
France,4.1,Riesling Alsace Heimbourg,Domaine Zind Humbrecht,1682,White,Alsace,FALSE
France,4.2,Pinot Gris Alsace Clos Windsbuhl,Domaine Zind Humbrecht,1494,White,Alsace,FALSE
France,4.2,Gewürztraminer Alsace Clos Windsbuhl,Domaine Zind Humbrecht,1348,White,Alsace,FALSE
France,4,Riesling Vin D'alsace Herrenweg De Turckheim,Domaine Zind Humbrecht,1166,White,Alsace,FALSE
France,4.2,Pinot Gris Alsace Clos Jebsal Vendange Tardive,Domaine Zind Humbrecht,1091,White,Alsace,FALSE
France,3.7,Pinot Blanc Alsace,Domaine Zind Humbrecht,1101,White,Alsace,FALSE
France,3.8,Muscat Alsace Herrenweg De Turckheim,Domaine Zind Humbrecht,1068,White,Alsace,FALSE
France,4.1,Riesling Roche Roulée,Domaine Zind Humbrecht,1033,White,Alsace,FALSE
France,4.1,Pinot Gris Alsace Rotenberg Wintzenheim,Domaine Zind Humbrecht,1022,White,Alsace,FALSE
France,4,Gewürztraminer Vin D'alsace Herrenweg De Turckheim,Domaine Zind Humbrecht,1002,White,Alsace,FALSE
France,4.1,Riesling Roche Granitique,Domaine Zind Humbrecht,865,White,Alsace,FALSE
France,3.9,Pinot Gris Alsace,Domaine Zind Humbrecht,834,White,Alsace,FALSE
France,3.9,Riesling Alsace,Domaine Zind Humbrecht,737,White,Alsace,FALSE
France,4,Riesling Calcaire,Domaine Zind Humbrecht,728,White,Alsace,FALSE
France,4,Pinot Gris Calcaire,Domaine Zind Humbrecht,676,White,Alsace,FALSE
France,4,Pinot Gris Roche Calcaire,Domaine Zind Humbrecht,750,White,Alsace,FALSE
France,4.1,Pinot Gris Alsace Heimbourg,Domaine Zind Humbrecht,638,White,Alsace,FALSE
France,4,Gewürztraminer Roche Calcaire,Domaine Zind Humbrecht,617,White,Alsace,FALSE
France,3.9,Gewürztraminer Calcaire,Domaine Zind Humbrecht,564,White,Alsace,FALSE
France,3.8,Riesling Terroir D'alsace Vin Sec,Domaine Zind Humbrecht,520,White,Alsace,FALSE
France,4.1,Pinot Gris Herrenweg De Turckheim,Domaine Zind Humbrecht,499,White,Alsace,FALSE
France,3.9,Gewürztraminer Roche Roulee,Domaine Zind Humbrecht,436,White,Alsace,FALSE
France,3.7,Pinot Noir Heimbourg,Domaine Zind Humbrecht,388,Red,Alsace,FALSE
France,4.1,Gewürztraminer Alsace Heimbourg,Domaine Zind Humbrecht,357,White,Alsace,FALSE
France,4.5,Pinot Gris Alsace Clos Jebsal Sélection De Grains Nobles Trie Spéciale,Domaine Zind Humbrecht,295,White,Alsace,FALSE
France,4.4,Pinot Gris Alsace Clos Jebsal Turckheim Sélection De Grains Nobles,Domaine Zind Humbrecht,262,White,Alsace,FALSE
France,3.9,Riesling Alsace Gueberschwihr,Domaine Zind Humbrecht,244,White,Alsace,FALSE
France,4.1,Gewürztraminer Alsace Vieilles Vignes Herrenweg De Turckheim Sélection De Grains Nobile,Domaine Zind Humbrecht,205,Dessert,Alsace,FALSE
France,4,Riesling Roche Volcanique,Domaine Zind Humbrecht,196,White,Alsace,FALSE
France,4,Gewürztraminer Alsace Wintzenheim,Domaine Zind Humbrecht,190,White,Alsace,FALSE
France,4,Pinot Gris Roche Roulée,Domaine Zind Humbrecht,164,White,Alsace,FALSE
France,4.5,Pinot Gris Alsace Rotenberg Sélection De Grains Nobles,Domaine Zind Humbrecht,155,Dessert,Alsace,FALSE
France,3.8,Turckheim Pinot Gris,Domaine Zind Humbrecht,162,White,Alsace,FALSE
France,4.2,Clos Jebsal Pinot Gris,Domaine Zind Humbrecht,137,White,Alsace,FALSE
France,4.5,Pinot Gris Alsace Heimbourg Sélection De Grains Nobles,Domaine Zind Humbrecht,146,Dessert,Alsace,FALSE
France,3.8,Gewürztraminer Vin D'alsace Vieilles Vignes,Domaine Zind Humbrecht,126,White,Alsace,FALSE
France,3.9,Pinot Gris Roche Volcanique,Domaine Zind Humbrecht,138,White,Alsace,FALSE
France,4,Clos Windsbuhl Hunawihr Méthode Traditionnelle,Domaine Zind Humbrecht,126,Sparkling,Alsace,FALSE
France,3.9,Pinot Gris Alsace Réserve,Domaine Zind Humbrecht,121,White,Alsace,FALSE
France,4,Pinot Gris Alsace Thann,Domaine Zind Humbrecht,112,White,Alsace,FALSE
France,4,Riesling Alsace Thann,Domaine Zind Humbrecht,110,White,Alsace,FALSE
France,4.2,Pinot Gris Vieilles Vignes,Domaine Zind Humbrecht,96,White,Alsace,FALSE
France,4.3,Pinot Gris Alsace Clos Windsbuhl Vendange Tardive,Domaine Zind Humbrecht,84,White,Alsace,FALSE
France,4.2,Gewürztraminer Vieilles Vignes Herrenweg De Turckheim,Domaine Zind Humbrecht,79,White,Alsace,FALSE
France,3.8,Blanc D'alsace,Domaine Zind Humbrecht,74,White,Alsace,FALSE
France,3.7,Cuvée Réne Dopff Riesling,Dopff & Irion,5188,White,Alsace,FALSE
France,3.7,Cuvée René Dopff Gewürztraminer,Dopff & Irion,3290,White,Alsace,FALSE
France,3.8,Crustaces,Dopff & Irion,1232,White,Alsace,FALSE
France,3.9,Les Murailles Riesling,Dopff & Irion,1183,White,Alsace,FALSE
France,3.8,Cuvée Réne Dopff Pinot Blanc,Dopff & Irion,1043,White,Alsace,FALSE
France,4,Les Sorcieres Gewürztraminer,Dopff & Irion,849,White,Alsace,FALSE
France,3.9,Les Maquisards Pinot Gris,Dopff & Irion,642,White,Alsace,FALSE
France,3.6,Riesling,Dopff & Irion,613,White,Alsace,FALSE
France,3.8,Cuvée Réne Dopff Pinot Gris,Dopff & Irion,579,White,Alsace,FALSE
France,3.8,Cuvée Réne Dopff Muscat,Dopff & Irion,517,White,Alsace,FALSE
France,3.7,Cuvée René Dopff Pinot Noir,Dopff & Irion,484,Red,Alsace,FALSE
France,3.8,Gewürztraminer,Dopff & Irion,440,White,Alsace,FALSE
France,3.6,Cuvée Réne Dopff Sylvaner,Dopff & Irion,298,White,Alsace,FALSE
France,3.6,Double Impact,Dopff & Irion,268,White,Alsace,FALSE
France,3.7,Pinot Gris,Dopff & Irion,184,White,Alsace,FALSE
France,3.7,Gentil,Dopff & Irion,166,White,Alsace,FALSE
France,4.1,Vendanges Tardives Gewürztraminer,Dopff & Irion,156,Dessert,Alsace,FALSE
France,3.6,Pinot Noir,Dopff & Irion,141,Red,Alsace,FALSE
France,3.4,Les Tonnelles Pinot Noir,Dopff & Irion,131,Red,Alsace,FALSE
France,3.6,Pinot Noir Rosé,Dopff & Irion,110,Rosé,Alsace,FALSE
France,3.6,Pinot Blanc,Dopff & Irion,104,White,Alsace,FALSE
France,4.4,Sélection De Grains Nobles Gewürztraminer,Dopff & Irion,71,Dessert,Alsace,FALSE
France,3.6,Réserve Particulière Pinot Noir,Dopff & Irion,63,Red,Alsace,FALSE
France,3.6,Muscat,Dopff & Irion,61,White,Alsace,FALSE
France,3.7,Comtes D'isenbourg Pinot Noir,Dopff & Irion,59,Red,Alsace,FALSE
France,3.5,Les Amandiers Muscat,Dopff & Irion,56,White,Alsace,FALSE
France,3.9,Vendanges Tardives Pinot Gris,Dopff & Irion,43,Dessert,Alsace,FALSE
France,3.5,Rouge D’ottrott,Dopff & Irion,39,Red,Alsace,FALSE
France,3.9,Vendanges Tardives Riesling,Dopff & Irion,37,Dessert,Alsace,FALSE
France,3.7,Riesling Alsace Réserve,Gustave Lorentz,13680,White,Alsace,FALSE
France,3.6,Réserve Gewürztraminer,Gustave Lorentz,5200,White,Alsace,FALSE
France,3.7,Gewürztraminer Alsace,Gustave Lorentz,3109,White,Alsace,FALSE
France,3.7,Pinot Noir Alsace Réserve,Gustave Lorentz,2061,Red,Alsace,FALSE
France,3.8,Riesling Alsace Cuvée Particuliere,Gustave Lorentz,1912,White,Alsace,FALSE
France,3.8,Pinot Gris Alsace Réserve,Gustave Lorentz,1767,White,Alsace,FALSE
France,3.7,Riesling Alsace Evidence,Gustave Lorentz,1491,White,Alsace,FALSE
France,3.8,Pinot Blanc Alsace Réserve,Gustave Lorentz,1351,White,Alsace,FALSE
France,3.9,Crustacés Pinot Blanc Classique,Gustave Lorentz,1228,White,Alsace,FALSE
France,3.8,Pinot Noir Alsace Evidence,Gustave Lorentz,1156,Red,Alsace,FALSE
France,3.7,Pinot Noir Alsace Cuvée Particuliere,Gustave Lorentz,1072,Red,Alsace,FALSE
France,3.9,Qui L'eût Cru,Gustave Lorentz,896,White,Alsace,FALSE
France,3.8,Riesling Alsace Lieu-Dit Burg,Gustave Lorentz,728,White,Alsace,FALSE
France,3.7,Riesling Alsace Réserve Dry,Gustave Lorentz,709,White,Alsace,FALSE
France,3.7,Pinot Noir Alsace Le Rosé,Gustave Lorentz,601,Rosé,Alsace,FALSE
France,3.8,Pinot Gris Alsace Evidence,Gustave Lorentz,613,White,Alsace,FALSE
France,3.6,Riesling,Gustave Lorentz,540,White,Alsace,FALSE
France,3.6,Sylvaner Alsace Réserve,Gustave Lorentz,530,White,Alsace,FALSE
France,3.9,Gewürztraminer Alsace Cuvée Particuliere,Gustave Lorentz,521,White,Alsace,FALSE
France,4,Muscat Alsace Réserve,Gustave Lorentz,461,White,Alsace,FALSE
France,3.9,Fleurelle,Gustave Lorentz,451,White,Alsace,FALSE
France,3.8,Pinot Gris Alsace Lieu-Dit Schofweg,Gustave Lorentz,417,White,Alsace,FALSE
France,3.7,Pinot Blanc Alsace Evidence,Gustave Lorentz,411,White,Alsace,FALSE
France,4.1,Gewürztraminer Alsace Vendanges Tardives,Gustave Lorentz,376,Dessert,Alsace,FALSE
France,3.8,Gewürztraminer Alsace Evidence,Gustave Lorentz,380,White,Alsace,FALSE
France,3.7,Gewürztraminer Alsace Lieu-Dit Rotenberg,Gustave Lorentz,317,White,Alsace,FALSE
France,3.7,Cuvée Des Asperges,Gustave Lorentz,307,White,Alsace,FALSE
France,4.2,Pinot Noir La Limite,Gustave Lorentz,305,Red,Alsace,FALSE
France,3.9,Pinot Gris Alsace Cuvée Particuliere,Gustave Lorentz,274,White,Alsace,FALSE
France,3.7,L Omi Des Crustaces Pinot Blanc,Gustave Lorentz,257,White,Alsace,FALSE
France,3.7,Pinot Blanc Alsace,Gustave Lorentz,155,White,Alsace,FALSE
France,3.6,Pinot Noir,Gustave Lorentz,136,Red,Alsace,FALSE
France,4.2,Selection De Grains Nobles Gewürztraminer,Gustave Lorentz,125,Dessert,Alsace,FALSE
France,3.8,Riesling Alsace Fleurelle,Gustave Lorentz,125,White,Alsace,FALSE
France,3.7,Pinot Gris Alsace,Gustave Lorentz,119,White,Alsace,FALSE
France,3.9,Riesling Alsace Cuvée Amethyste,Gustave Lorentz,117,White,Alsace,FALSE
France,3.7,Riesling Alsace Millesimé,Gustave Lorentz,87,White,Alsace,FALSE
France,4,Wine Not ?,Gustave Lorentz,91,White,Alsace,FALSE
France,3.4,Sylvaner Alsace,Gustave Lorentz,74,White,Alsace,FALSE
France,3.8,Pinot Noir Eleve En Fut De Chene,Gustave Lorentz,73,Red,Alsace,FALSE
France,4.1,Pinot Gris Vendanges Tardives,Gustave Lorentz,69,Dessert,Alsace,FALSE
France,3.7,Pinot Blanc Alsace Fleurelle,Gustave Lorentz,62,White,Alsace,FALSE
France,3.6,Muscat Alsace Cuvée Particuliere,Gustave Lorentz,62,White,Alsace,FALSE
France,4,Signature Series Pinot Blanc,Gustave Lorentz,53,White,Alsace,FALSE
France,4,Riesling Alsace Vendanges Tardives,Gustave Lorentz,40,Dessert,Alsace,FALSE
France,4.2,Pinot Gris Alsace Selection De Grains Nobles,Gustave Lorentz,35,Dessert,Alsace,FALSE
France,3.7,Tokay Pinot Gris Alsace Cuvée Particuliére,Gustave Lorentz,28,White,Alsace,FALSE
France,3.3,Riesling Alsace Lieu-Dit Goldesch,Gustave Lorentz,25,White,Alsace,FALSE
France,3.8,Classic Riesling,Hugel,9380,White,Alsace,FALSE
France,3.9,Classic Gewürztraminer,Hugel,6942,White,Alsace,FALSE
France,3.7,Riesling,Hugel,4788,White,Alsace,FALSE
France,3.8,Gewürztraminer,Hugel,4452,White,Alsace,FALSE
France,3.9,Classic Pinot Gris,Hugel,4191,White,Alsace,FALSE
France,4.3,Riesling Grossi Laüe,Hugel,2596,White,Alsace,FALSE
France,4,Estate Riesling,Hugel,1936,White,Alsace,FALSE
France,4.2,Gewürztraminer Vendange Tardive,Hugel,1809,Dessert,Alsace,FALSE
France,4,Sélection De Grains Nobles Gewürztraminer,Hugel,1746,Dessert,Alsace,FALSE
France,3.9,Pinot Blanc Cuvée Les Amours,Hugel,1487,White,Alsace,FALSE
France,3.6,Pinot Noir,Hugel,1462,Red,Alsace,FALSE
France,4,Jubilee Riesling,Hugel,1445,White,Alsace,FALSE
France,3.6,Classic Pinot Noir,Hugel,1267,Red,Alsace,FALSE
France,3.8,Classic Pinot Blanc,Hugel,1100,White,Alsace,FALSE
France,3.8,Tradition Pinot Gris,Hugel,1030,White,Alsace,FALSE
France,3.8,Classic Sylvaner,Hugel,840,White,Alsace,FALSE
France,4.3,Grossi Laüe Pinot Gris,Hugel,822,White,Alsace,FALSE
France,4.2,Riesling Vendange Tardive,Hugel,818,Dessert,Alsace,FALSE
France,3.8,Tradition Riesling,Hugel,813,White,Alsace,FALSE
France,4.2,Grossi Laüe Gewürztraminer,Hugel,795,White,Alsace,FALSE
France,4.4,Schoelhammer Riesling,Hugel,777,White,Alsace,FALSE
France,3.9,Grossi Laüe Pinot Noir,Hugel,714,Red,Alsace,FALSE
France,4.1,Jubilee Gewürztraminer,Hugel,657,White,Alsace,FALSE
France,3.8,Pinot Blanc,Hugel,619,White,Alsace,FALSE
France,4.1,Sélection De Grains Nobles Riesling,Hugel,542,Dessert,Alsace,FALSE
France,3.8,Tradition Gewürztraminer,Hugel,532,White,Alsace,FALSE
France,3.5,Sylvaner,Hugel,507,White,Alsace,FALSE
France,3.6,Classic Muscat,Hugel,449,White,Alsace,FALSE
France,4.2,Sélection De Grains Nobles Pinot Gris,Hugel,353,Dessert,Alsace,FALSE
France,3.9,Estate Pinot Gris,Hugel,307,White,Alsace,FALSE
France,3.6,Muscat Tradition,Hugel,258,White,Alsace,FALSE
France,4,Jubilee Pinot Gris,Hugel,242,White,Alsace,FALSE
France,3.8,Riesling Cuvée Des Évêques,Hugel,180,White,Alsace,FALSE
France,3.8,Jubilee Pinot Noir,Hugel,176,Red,Alsace,FALSE
France,4.3,Pinot Gris Vendange Tardive,Hugel,172,Dessert,Alsace,FALSE
France,4,Les Fleurs D'alsace,Hugel,123,White,Alsace,FALSE
France,4.3,Tokay Pinot Gris Vendange Tardive,Hugel,99,Dessert,Alsace,FALSE
France,3.6,Sélection De Grains Nobles Schoenenbourg Vineyard Riesling,Hugel,94,Dessert,Alsace,FALSE
France,4.1,Hommage A Jean Hugel Pinot Gris,Hugel,69,White,Alsace,FALSE
France,4.1,Selection Personelle Gewürztraminer Marc D'alsace,Hugel,65,White,Alsace,FALSE
France,3.8,Gewürztraminer Cuvée Des Évêques,Hugel,64,White,Alsace,FALSE
France,4,Orange Projet No 1,Hugel,36,White,Alsace,FALSE
France,3.8,Tradition 1639,Hugel,25,White,Alsace,FALSE
France,3.6,Riesling,Joseph Cattin,1724,White,Alsace,FALSE
France,3.8,Pinot Blanc,Joseph Cattin,1527,White,Alsace,FALSE
France,3.7,Pinot Gris,Joseph Cattin,1197,White,Alsace,FALSE
France,3.7,Gewürztraminer,Joseph Cattin,1026,White,Alsace,FALSE
France,3.9,Orange Cattin Pinot Gris,Joseph Cattin,917,White,Alsace,FALSE
France,3.6,Pinot Noir,Joseph Cattin,834,Red,Alsace,FALSE
France,4,Steinbach Pinot Noir,Joseph Cattin,623,Red,Alsace,FALSE
France,3.8,Cattin Sauvage Riesling,Joseph Cattin,429,White,Alsace,FALSE
France,3.6,Sylvaner,Joseph Cattin,371,White,Alsace,FALSE
France,3.9,Pur De Roche Riesling Sec,Joseph Cattin,390,White,Alsace,FALSE
France,4.1,Steinbach Sélection Parcellaire Pinot Noir,Joseph Cattin,303,Red,Alsace,FALSE
France,3.9,Lieu-Dit Elsbourg Riesling,Joseph Cattin,303,White,Alsace,FALSE
France,3.8,Ice Cattin,Joseph Cattin,272,Sparkling,Alsace,FALSE
France,3.5,Muscat,Joseph Cattin,266,White,Alsace,FALSE
France,3.7,Cattin Sauvage Gewürztraminer,Joseph Cattin,249,White,Alsace,FALSE
France,3.9,Special Cuvée Edelzwicker,Joseph Cattin,249,White,Alsace,FALSE
France,3.7,Cattin Libre Riesling,Joseph Cattin,187,White,Alsace,FALSE
France,3.7,Pinot Noir Rosé,Joseph Cattin,174,Rosé,Alsace,FALSE
France,3.8,Cattin Sauvage Pinot Noir,Joseph Cattin,197,Red,Alsace,FALSE
France,3.6,Pinot Noir Vieilli En Pièces,Joseph Cattin,166,Red,Alsace,FALSE
France,3.5,Réserve Pinot Noir,Joseph Cattin,136,Red,Alsace,FALSE
France,4.2,Vendanges Tardives Gewürztraminer,Joseph Cattin,123,Dessert,Alsace,FALSE
France,3.6,Cattin Sauvage Pinot Blanc,Joseph Cattin,126,White,Alsace,FALSE
France,3.7,Cuvée Alsace,Joseph Cattin,82,White,Alsace,FALSE
France,3.6,Vieilles Vignes Riesling,Joseph Cattin,77,White,Alsace,FALSE
France,3.7,Clos Madelon Pinot Gris,Joseph Cattin,73,White,Alsace,FALSE
France,4.3,Sélection De Grains Nobles Pinot Gris,Joseph Cattin,61,Dessert,Alsace,FALSE
France,4,Vendanges Tardives Pinot Gris,Joseph Cattin,53,Dessert,Alsace,FALSE
France,4,Vieilles Vignes Gewürztraminer,Joseph Cattin,44,White,Alsace,FALSE
France,3.5,Reserve Riesling,Joseph Cattin,44,White,Alsace,FALSE
France,3.9,Vendanges Tardives Riesling,Joseph Cattin,34,Dessert,Alsace,FALSE
France,3.7,Colline Calcaire Riesling,Joseph Cattin,35,White,Alsace,FALSE
France,3.9,Réserve Muscat,Joseph Cattin,32,White,Alsace,FALSE
France,3.6,Edelzwicker,Joseph Cattin,29,White,Alsace,FALSE
France,4,Reserve Pinot Gris,Joseph Cattin,29,White,Alsace,FALSE
France,3.7,Cattin Sauvage Pinot Gris,Joseph Cattin,25,White,Alsace,FALSE
France,4,Orange Cattin Gewürztraminer,Joseph Cattin,26,White,Alsace,FALSE
France,3.7,Riesling,Leon Beyer,2673,White,Alsace,FALSE
France,3.8,Gewürztraminer,Leon Beyer,1773,White,Alsace,FALSE
France,3.8,Réserve Riesling,Leon Beyer,1522,White,Alsace,FALSE
France,3.8,Pinot Gris,Leon Beyer,1379,White,Alsace,FALSE
France,4.1,Comtes D’eguisheim Riesling,Leon Beyer,1249,White,Alsace,FALSE
France,3.7,Blason D'alsace,Leon Beyer,960,White,Alsace,FALSE
